713	-0.85
714	-0.8
715	-0.57
716	-1.08
717	-1.24
718	-1.07
719	-1.04
720	-1.13
721	-0.73
722	-0.89
723	-0.71
724	-0.87
725	-0.37
726	-0.43
727	-0.65
728	-0.52
729	-0.71
730	-0.4
731	-0.21
732	-0.42
733	-0.44
734	-0.66
735	-0.66
736	-0.84
737	-1.21
738	-1.17
739	-1.16
740	-0.99
741	-0.57
742	-0.73
743	-0.27
744	-0.28
745	-0.62
746	-0.55
747	-0.74
748	-1
749	-0.72
750	-0.46
751	-0.28
752	-0.3
753	-0.39
754	-0.51
755	-0.61
756	-0.86
757	-0.79
758	-0.59
759	-0.37
760	-0.68
761	-0.51
762	-0.41
763	-0.12
764	-0.24
765	-0.24
766	-0.71
767	-0.71
768	-0.52
769	-0.88
770	-0.77
771	-0.62
772	-0.58
773	-0.77
774	-0.67
775	-0.52
776	-0.53
777	-0.75
778	-0.59
779	-0.62
780	-0.95
781	-0.86
782	-0.85
783	-0.94
784	-0.87
785	-0.61
786	-0.24
787	-0.36
788	-0.42
789	-0.53
790	-0.15
791	-0.5
792	-0.26
793	-0.41
794	-0.58
795	-0.77
796	-0.64
797	-0.62
798	-0.54
799	-0.62
800	-0.81
801	-0.64
802	-0.9
803	-0.86
804	-1.05
805	-0.89
806	-0.69
807	-0.75
808	-0.44
809	-0.73
810	-0.79
811	-0.29
812	-0.75
813	-0.5
814	-0.88
815	-0.89
816	-0.9
817	-0.71
818	-0.74
819	-0.42
820	-0.43
821	-0.42
822	-0.27
823	-0.54
824	-0.96
825	-0.83
826	-0.98
827	-1
828	-0.94
829	-0.86
830	-0.61
831	-0.66
832	-0.64
833	-0.15
834	-0.5
835	-0.92
836	-0.73
837	-0.71
838	-0.86
839	-0.91
840	-0.54
841	-0.31
842	-0.24
843	-0.41
844	-0.17
845	-0.48
846	-0.44
847	-0.5
848	-0.42
849	-0.55
850	-0.47
851	-1.06
852	-1.06
853	-0.86
854	-1.27
855	-0.96
856	-1.03
857	-0.44
858	-0.69
859	-0.63
860	-0.68
861	-0.66
862	-0.66
863	-0.97
864	-1.06
865	-0.95
866	-0.84
867	-0.75
868	-0.65
869	-0.63
870	-0.88
871	-0.6
872	-0.45
873	-0.35
874	-0.27
875	-0.56
876	-0.54
877	-0.4
878	-0.42
879	-0.62
880	-0.32
881	-0.33
882	-0.16
883	-0.44
884	-0.64
885	-0.27
886	-0.31
887	-0.57
888	-0.77
889	-0.85
890	-0.64
891	-0.7
892	-0.43
893	-0.42
894	0.03
895	0.14
896	-0.51
897	-0.65
898	-0.51
899	-0.28
900	-0.71
901	-0.78
902	-0.64
903	-1.06
904	-0.8
905	-0.74
906	-0.86
907	-0.77
908	-0.85
909	-0.9
910	-0.82
911	-0.85
912	-0.75
913	-0.7
914	-0.54
915	-0.62
916	-0.89
917	-0.69
918	-0.61
919	-0.46
920	-0.56
921	-0.68
922	-0.6
923	-0.47
924	-0.45
925	-0.57
926	-0.54
927	-0.25
928	-0.35
929	-0.21
930	-0.47
931	-0.32
932	-0.49
